jobId,skill
250925015738,Python
250925015738,SQL
250925015738,AWS
250925014397,Java
240925907446,SQL
240925021825,JavaScript
230925036201,JavaScript
230925026706,Java
230825015706,AWS
230825015706,Azure
230825015706,Java
230125007391,Azure
190225024923,Java
190225023776,Python
190225023776,JavaScript
10925011441,Azure
310525017592,Excel
301023905853,Java
301023905853,JavaScript
300925927477,Excel
300925926404,Excel
300925029102,Excel
300925028441,Excel
300925028189,Python
300925028189,Power BI
300925028189,Tableau
300925028189,Machine Learning
300925028189,Deep Learning
300925026241,SQL
300925021153,Excel
300925018156,Java
300925018076,Excel
300925012938,Excel
300925011983,Python
300925011983,Java
300925011190,Excel
300925010784,Python
300925010784,SQL
290925025039,JavaScript
290925021593,Excel
290925014327,Python
290925006752,Spark
290925005566,Power BI
290925002592,JavaScript
290925002592,Linux
290925001798,Python
290925001798,SQL
270925010533,Java
270925010533,JavaScript
270925010474,Power BI
270925010474,Tableau
270925008856,Kubernetes
270925007141,GCP
270525020449,SQL
260925026311,Excel
260925021984,Python
260925015523,Excel
260925015451,Excel
260925013374,Python
260925011965,Excel
260925011749,JavaScript
260925009383,Excel
260925008298,JavaScript
260925008298,Linux
250925932573,Python
250925932573,Java
250925932563,Python
250925932560,GCP
250925932556,Python
250925932555,SQL
250925932551,Python
250925932551,GCP
250925932548,GCP
250925932544,SQL
250925932532,Python
250925932532,GCP
250925932531,GCP
250925932529,Python
250925932529,Power BI
250925932529,Tableau
250925932525,Python
250925932515,Python
250925932515,Tableau
250925932514,GCP
250925932503,SQL
250925932488,Python
250925932488,GCP
250925931623,SQL
250925931174,Java
250925930348,Kubernetes
250925930247,AWS
250925930247,Azure
250925930247,GCP
250925929620,AWS
250925929620,Azure
250925929620,GCP
250925929620,Kubernetes
250925929403,Git
250925927963,SQL
250925927710,Java
250925927710,JavaScript
250925927710,React
250925922982,AWS
250925922982,Azure
250925922982,Kubernetes
250925922977,AWS
250925913156,JavaScript
250925910743,Java
250925908387,Python
250925906085,SQL
250925906085,GCP
250925905975,GCP
250925905048,GCP
250925905041,Python
250925905029,Python
250925905015,Python
250925905015,SQL
250925904984,Python
250925904984,SQL
250925904984,Java
250925904976,SQL
250925904968,GCP
250925904942,Python
250925904942,Java
250925904933,GCP
250925904909,SQL
250925904907,Python
250925904900,GCP
250925904899,GCP
250925904233,GCP
250925904231,Python
250925904226,SQL
250925904225,Python
250925904225,Java
250925901957,GCP
250925901952,Python
250925901911,SQL
250925901163,Docker
250925901163,Kubernetes
250925509632,Machine Learning
250925509445,Java
250925509445,Linux
250925509339,Git
250925508986,Excel
250925508307,Machine Learning
250925508298,Power BI
250925508297,Excel
250925508008,Python
250925508008,JavaScript
250925507664,Python
250925507467,Excel
250925501922,Machine Learning
250925501775,JavaScript
250925501775,Linux
250925501774,Linux
250925501772,Linux
250925501657,Excel
250925501656,Excel
250925501539,Machine Learning
250925500790,JavaScript
250925500427,Excel
250925034625,SQL
250925029814,Python
250925029814,AWS
250925029814,GCP
250925029763,Python
250925029763,AWS
250925029763,GCP
250925026658,React
250925025529,Cybersecurity
250925023022,AWS
250925020292,SQL
250925018193,Excel
250925013810,Python
250925013810,Generative AI
250925011405,Java
250925011405,Linux
250925006182,Excel
240925934004,Tableau
240925933965,Python
240925933954,GCP
240925933916,Python
240925933908,Python
240925933908,GCP
240925932728,Linux
240925930307,Azure
240925929698,JavaScript
240925929223,Python
240925929223,Java
240925929223,Linux
240925928388,Python
240925927923,GCP
240925927920,Python
240925927920,SQL
240925927920,Power BI
240925927900,Python
240925927900,SQL
240925927900,Java
240925927900,JavaScript
240925927891,GCP
240925927885,SQL
240925927884,Python
240925927884,JavaScript
240925927880,GCP
240925927877,GCP
240925927876,Python
240925927875,GCP
240925927868,Python
240925927868,SQL
240925927868,Java
240925927868,JavaScript
240925927866,GCP
240925927851,GCP
240925927841,Excel
240925927817,SQL
240925922383,GCP
240925921162,Java
240925921146,Python
240925921146,Machine Learning
240925921146,NLP
240925920897,Python
240925920881,GCP
240925920878,Python
240925920878,Machine Learning
240925920875,GCP
240925920869,Python
240925920863,Python
240925920863,Machine Learning
240925920860,GCP
240925920833,Python
240925920827,Power BI
240925920827,Tableau
240925920794,GCP
240925920788,Python
240925920178,SQL
240925920171,GCP
240925920159,Python
240925920154,SQL
240925920150,Git
240925920147,SQL
240925920143,GCP
240925920140,SQL
240925920130,SQL
240925920121,Git
240925920119,Git
240925920115,GCP
240925920112,GCP
240925920108,SQL
240925920077,GCP
240925920075,SQL
240925919166,Python
240925919153,GCP
240925919141,GCP
240925919140,SQL
240925919138,SQL
240925919132,GCP
